Respondent_ID,Employment_Status,Highest_Education_Level,Age_Group,Current_City_Residence,Monthly_Household_Income_Range_XAF,Household_Size_Supported,Bulk_Food_Purchase_Frequency,Percentage_Income_To_Food,Reduced_Food_Quality_Quantity,Monthly_Food_Spend_XAF,Estimated_Food_Bill_Increase_Percent,Most_Dramatic_Increased_Food_Item,Monthly_Transport_Spend_XAF,Fuel_Prices_Increased_Transport_Cost,Primary_Transportation_Mode,Paid_Transport_Trips_Per_Week,Estimated_5Yr_Transport_Fare_Increase_Percent,Times_Moved_Due_To_Rent,Frequent_Power_Cuts_Extra_Spend,Percentage_Income_To_Rent,Monthly_Rent_XAF,Monthly_Utilities_Combined_XAF,Rent_Increased_Last_2_Years,Skipped_Medical_Treatment_Cost,Schooling_Cost_Increased_3Yrs,Has_Health_Insurance,Average_Monthly_Healthcare_Spend_XAF,School_Fees_Per_Child_Per_Term_XAF,Highest_Burden_Expenditure_Category,Expect_Cost_Of_Living_Increase_5Yrs,Taken_Coping_Measures,Primary_Contributor_To_Cost_Of_Living,Year_Noticeable_Impact
RESP_0916,Employed full-time,PhD / Doctorate,18-24,Maroua,"Above 1,000,000 XAF",2,Often,Above 60%,Yes,261823,27,Cooking Oil,164895,Yes,Shared Taxi,12,38,0,Yes,0%,0,23350,Yes,No,Yes,Yes,11044,0,Transportation,No,Yes,Climate change / Poor harvests,2024
RESP_0917,Employed full-time,PhD / Doctorate,25-34,Bafoussam,"Above 1,000,000 XAF",8,Never,20% - 40%,Yes,392442,142,Cooking Oil,166496,No,Shared Taxi,11,73,3+,Yes,29%,224500,11907,No,No,Yes,No,38498,50000,Utilities (Water/Electricity),Yes,Yes,Climate change / Poor harvests,2020
RESP_0918,Employed part-time,Secondary School,18-24,Douala,"500,001 - 1,000,000 XAF",8,Often,41% - 60%,Yes,247075,62,Cooking Oil,172425,Yes,Bus / Coaster,2,52,0,No,39%,295950,28700,Yes,No,Yes,No,28329,25000,Healthcare,Yes,No,Global market crisis / Import costs,2023
RESP_0919,Retired,Bachelor's Degree,18-24,Bamenda,"Under 50,000 XAF",1,Never,Above 60%,Yes,18710,134,Plantains/Cassava,6417,Yes,Personal Car,8,85,1,Yes,0%,0,13209,Yes,No,No,No,2005,600000,Transportation,No,No,Local currency depreciation,2023
RESP_0920,Student,High School / Baccalauréat,55+,Buea,"100,001 - 250,000 XAF",4,Always,Under 20%,No,86621,97,Plantains/Cassava,30041,Yes,Bus / Coaster,7,21,2,Yes,33%,60993,20183,No,Yes,Yes,No,32791,0,Education,Yes,Yes,Global market crisis / Import costs,2025
RESP_0921,Student,PhD / Doctorate,45-54,Bafoussam,"50,000 - 100,000 XAF",6,Often,Under 20%,No,31209,95,Bread,11465,Yes,Bus / Coaster,8,31,0,Yes,34%,25722,21711,Yes,Yes,Yes,No,10424,50000,Transportation,Yes,No,Government taxes,2024
RESP_0922,Retired,Bachelor's Degree,18-24,Bafoussam,"Above 1,000,000 XAF",1,Always,20% - 40%,No,362835,90,Meat/Fish,112469,Yes,Bus / Coaster,4,27,1,Yes,23%,176693,9955,No,No,Yes,No,13979,25000,Utilities (Water/Electricity),Yes,Yes,Fuel price hikes,2025
RESP_0923,Student,Primary School,35-44,Douala,"500,001 - 1,000,000 XAF",4,Sometimes,Under 20%,No,421832,127,Onions/Tomato,99928,Yes,Bus / Coaster,7,39,2,No,44%,332081,31162,No,No,Yes,No,16690,150000,Housing/Rent,Yes,Yes,Local currency depreciation,2022
RESP_0924,Retired,Primary School,35-44,Bafoussam,"Above 1,000,000 XAF",8,Never,Above 60%,No,310385,56,Onions/Tomato,157207,Yes,Bus / Coaster,11,97,3+,Yes,40%,303537,6127,Yes,No,No,Yes,20556,150000,Healthcare,Yes,Yes,Global market crisis / Import costs,2022
RESP_0925,Unemployed,High School / Baccalauréat,55+,Kribi,"Under 50,000 XAF",6,Rarely,20% - 40%,Yes,16031,31,Cooking Oil,8778,Yes,Shared Taxi,6,87,0,Yes,40%,16003,11900,No,Yes,No,No,43804,0,Healthcare,Yes,No,Fuel price hikes,2022
RESP_0926,Retired,High School / Baccalauréat,55+,Maroua,"250,001 - 500,000 XAF",2,Never,Above 60%,No,133971,78,Onions/Tomato,46179,Yes,Bus / Coaster,10,41,2,Yes,44%,156537,14609,Yes,No,Yes,No,4752,25000,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2023
RESP_0927,Employed full-time,Primary School,25-34,Yaoundé,"100,001 - 250,000 XAF",3,Never,Under 20%,Yes,54485,116,Meat/Fish,30433,Yes,Moto-taxi,2,54,1,Yes,44%,80725,7279,Yes,No,Yes,No,6710,25000,Housing/Rent,Yes,Yes,Climate change / Poor harvests,2021
RESP_0928,Self-employed/Entrepreneur,PhD / Doctorate,55+,Maroua,"Under 50,000 XAF",1,Often,Above 60%,No,19864,80,Meat/Fish,5971,Yes,Bus / Coaster,9,95,0,Yes,44%,17723,29635,No,Yes,Yes,No,42724,0,Food,Yes,No,Local currency depreciation,2021
RESP_0929,Employed part-time,Bachelor's Degree,55+,Buea,"100,001 - 250,000 XAF",5,Never,Above 60%,Yes,85946,35,Cooking Oil,44983,Yes,Moto-taxi,7,72,0,Yes,35%,63610,9020,Yes,Yes,Yes,No,18297,0,Housing/Rent,Yes,No,Fuel price hikes,2024
RESP_0930,Retired,Bachelor's Degree,18-24,Yaoundé,"Under 50,000 XAF",8,Always,41% - 60%,Yes,20743,124,Onions/Tomato,5195,Yes,Shared Taxi,7,31,1,Yes,0%,0,11678,Yes,Yes,Yes,No,11053,600000,Healthcare,Unsure,No,Global market crisis / Import costs,2024
RESP_0931,Unemployed,Secondary School,25-34,Garoua,"50,000 - 100,000 XAF",5,Sometimes,41% - 60%,Yes,24408,105,Meat/Fish,17610,Yes,Shared Taxi,4,32,2,Yes,0%,0,16920,No,No,Yes,No,47997,350000,Utilities (Water/Electricity),Yes,Yes,Local currency depreciation,2025
RESP_0932,Employed full-time,Bachelor's Degree,25-34,Douala,"Under 50,000 XAF",7,Rarely,Under 20%,Yes,14340,42,Plantains/Cassava,5217,Yes,Bus / Coaster,9,86,1,Yes,41%,16516,17966,Yes,No,No,No,35425,25000,Transportation,Yes,No,Fuel price hikes,2024
RESP_0933,Employed part-time,PhD / Doctorate,45-54,Bamenda,"Under 50,000 XAF",7,Rarely,41% - 60%,Yes,12506,72,Rice,6433,Yes,Bus / Coaster,8,25,3+,Yes,38%,15572,24771,Yes,No,Yes,No,39320,350000,Transportation,Unsure,No,Climate change / Poor harvests,2022
RESP_0934,Self-employed/Entrepreneur,Secondary School,55+,Maroua,"50,000 - 100,000 XAF",3,Never,Under 20%,Yes,31374,82,Plantains/Cassava,12027,Yes,Personal Car,12,19,1,Yes,22%,16797,5503,No,Yes,No,No,2391,0,Food,Yes,Yes,Climate change / Poor harvests,2023
RESP_0935,Unemployed,PhD / Doctorate,18-24,Maroua,"500,001 - 1,000,000 XAF",3,Always,20% - 40%,Yes,294905,142,Meat/Fish,128546,Yes,Personal Car,7,58,1,Yes,0%,0,16767,Yes,Yes,Yes,No,5872,0,Housing/Rent,Unsure,Yes,Fuel price hikes,2020
RESP_0936,Student,Master's Degree,55+,Bamenda,"Under 50,000 XAF",3,Never,41% - 60%,Yes,12041,67,Plantains/Cassava,4003,Yes,Shared Taxi,11,64,1,Yes,25%,10269,27334,Yes,Yes,Yes,No,7743,50000,Healthcare,Unsure,No,Government taxes,2020
RESP_0937,Student,High School / Baccalauréat,55+,Douala,"50,000 - 100,000 XAF",6,Often,41% - 60%,Yes,39056,116,Rice,12005,Yes,Shared Taxi,10,55,1,Yes,28%,21108,13949,No,No,Yes,Yes,11060,0,Healthcare,Yes,No,Climate change / Poor harvests,2025
RESP_0938,Employed full-time,Master's Degree,18-24,Buea,"Under 50,000 XAF",4,Rarely,Above 60%,Yes,15471,88,Meat/Fish,6451,Yes,Bus / Coaster,8,94,1,Yes,42%,17192,22754,No,Yes,Yes,No,16872,150000,Transportation,Unsure,No,Government taxes,2020
RESP_0939,Employed part-time,High School / Baccalauréat,18-24,Yaoundé,"500,001 - 1,000,000 XAF",2,Sometimes,41% - 60%,Yes,233706,149,Plantains/Cassava,81205,Yes,Moto-taxi,11,22,0,Yes,36%,273963,10351,Yes,Yes,Yes,No,2164,150000,Healthcare,Yes,No,Global market crisis / Import costs,2020
RESP_0940,Unemployed,PhD / Doctorate,25-34,Bamenda,"Above 1,000,000 XAF",5,Never,Under 20%,Yes,417722,49,Bread,169990,Yes,Personal Car,10,40,0,Yes,0%,0,28932,Yes,Yes,Yes,No,46401,600000,Transportation,Yes,No,Climate change / Poor harvests,2025
RESP_0941,Retired,High School / Baccalauréat,25-34,Bamenda,"Above 1,000,000 XAF",6,Rarely,Above 60%,Yes,320982,117,Plantains/Cassava,119200,Yes,Moto-taxi,10,77,0,Yes,42%,322037,30524,Yes,Yes,Yes,No,25538,600000,Education,Yes,Yes,Climate change / Poor harvests,2024
RESP_0942,Retired,Secondary School,25-34,Garoua,"100,001 - 250,000 XAF",8,Rarely,Above 60%,Yes,74916,102,Rice,22005,Yes,Bus / Coaster,11,84,1,Yes,22%,40689,31238,No,Yes,Yes,No,8605,350000,Food,Unsure,Yes,Climate change / Poor harvests,2023
RESP_0943,Student,PhD / Doctorate,55+,Buea,"Under 50,000 XAF",2,Sometimes,41% - 60%,Yes,14105,75,Rice,4085,Yes,Personal Car,14,84,3+,Yes,38%,15455,16272,Yes,Yes,No,No,9858,50000,Utilities (Water/Electricity),Yes,No,Global market crisis / Import costs,2023
RESP_0944,Employed full-time,Master's Degree,18-24,Douala,"Under 50,000 XAF",4,Rarely,Above 60%,No,19920,111,Bread,9492,Yes,Personal Car,9,97,1,Yes,20%,8063,12552,No,Yes,No,No,27087,50000,Education,Yes,No,Global market crisis / Import costs,2022
RESP_0945,Self-employed/Entrepreneur,Secondary School,35-44,Garoua,"100,001 - 250,000 XAF",2,Always,41% - 60%,Yes,101981,147,Cooking Oil,32575,Yes,Shared Taxi,4,63,2,No,39%,71150,29421,Yes,No,Yes,No,49258,0,Transportation,Yes,Yes,Local currency depreciation,2024
RESP_0946,Unemployed,Secondary School,55+,Kribi,"Above 1,000,000 XAF",7,Sometimes,20% - 40%,Yes,301281,128,Rice,151189,Yes,Moto-taxi,4,46,2,Yes,0%,0,16939,No,No,Yes,No,14957,600000,Education,Yes,Yes,Global market crisis / Import costs,2020
RESP_0947,Unemployed,Primary School,25-34,Kribi,"100,001 - 250,000 XAF",5,Often,41% - 60%,No,67028,92,Meat/Fish,20368,Yes,Personal Car,2,30,2,No,24%,43203,20463,No,Yes,Yes,Yes,49127,0,Healthcare,Unsure,No,Fuel price hikes,2022
RESP_0948,Retired,PhD / Doctorate,18-24,Douala,"Under 50,000 XAF",2,Never,41% - 60%,No,14935,57,Bread,5811,Yes,Shared Taxi,5,58,0,Yes,34%,13987,12097,Yes,No,Yes,No,49698,0,Housing/Rent,No,No,Fuel price hikes,2021
RESP_0949,Student,PhD / Doctorate,18-24,Douala,"100,001 - 250,000 XAF",5,Sometimes,Under 20%,No,59056,147,Rice,37080,Yes,Bus / Coaster,6,41,3+,Yes,40%,73397,17342,No,No,Yes,No,31900,150000,Healthcare,Yes,Yes,Global market crisis / Import costs,2020
RESP_0950,Unemployed,High School / Baccalauréat,18-24,Bafoussam,"250,001 - 500,000 XAF",2,Often,20% - 40%,No,121822,24,Plantains/Cassava,75908,Yes,Personal Car,5,42,3+,Yes,22%,77246,29125,Yes,Yes,Yes,No,22768,50000,Transportation,Yes,No,Government taxes,2022
RESP_0951,Self-employed/Entrepreneur,Bachelor's Degree,18-24,Bamenda,"250,001 - 500,000 XAF",1,Sometimes,Under 20%,No,174329,71,Meat/Fish,85316,Yes,Shared Taxi,10,26,2,Yes,37%,131067,20578,No,No,Yes,Yes,15768,50000,Education,Yes,No,Government taxes,2025
RESP_0952,Retired,PhD / Doctorate,55+,Douala,"250,001 - 500,000 XAF",3,Rarely,20% - 40%,No,182586,84,Rice,74337,Yes,Shared Taxi,9,51,2,Yes,0%,0,33628,No,Yes,No,No,22990,50000,Education,Yes,No,Local currency depreciation,2024
RESP_0953,Retired,PhD / Doctorate,35-44,Kribi,"50,000 - 100,000 XAF",5,Often,20% - 40%,Yes,23219,52,Cooking Oil,10653,Yes,Personal Car,2,59,2,Yes,40%,30701,16806,No,Yes,No,No,30055,25000,Transportation,No,Yes,Global market crisis / Import costs,2023
RESP_0954,Student,Master's Degree,45-54,Bafoussam,"100,001 - 250,000 XAF",4,Always,20% - 40%,Yes,64030,58,Plantains/Cassava,29760,Yes,Personal Car,3,27,3+,Yes,0%,0,27537,No,No,Yes,No,39585,0,Healthcare,Yes,No,Global market crisis / Import costs,2021
RESP_0955,Self-employed/Entrepreneur,Secondary School,45-54,Douala,"500,001 - 1,000,000 XAF",4,Sometimes,Above 60%,Yes,277230,39,Plantains/Cassava,186537,Yes,Moto-taxi,6,74,1,Yes,24%,183605,10588,No,Yes,Yes,Yes,26292,600000,Utilities (Water/Electricity),Yes,No,Global market crisis / Import costs,2023
RESP_0956,Self-employed/Entrepreneur,Primary School,45-54,Maroua,"Under 50,000 XAF",4,Rarely,41% - 60%,Yes,12689,125,Plantains/Cassava,8587,Yes,Moto-taxi,4,66,0,Yes,41%,16407,11032,Yes,No,Yes,No,48869,350000,Healthcare,Yes,No,Local currency depreciation,2023
RESP_0957,Self-employed/Entrepreneur,Bachelor's Degree,25-34,Maroua,"250,001 - 500,000 XAF",5,Rarely,Above 60%,Yes,115772,35,Meat/Fish,45627,Yes,Moto-taxi,3,39,0,No,21%,74268,6806,Yes,Yes,Yes,No,18126,0,Transportation,Yes,Yes,Fuel price hikes,2020
RESP_0958,Employed part-time,Master's Degree,18-24,Bamenda,"500,001 - 1,000,000 XAF",4,Rarely,Under 20%,Yes,430942,71,Onions/Tomato,183862,Yes,Moto-taxi,9,67,0,No,24%,181257,16948,No,No,Yes,No,39528,600000,Food,Yes,No,Government taxes,2025
RESP_0959,Unemployed,PhD / Doctorate,35-44,Maroua,"100,001 - 250,000 XAF",3,Rarely,Under 20%,No,71398,108,Onions/Tomato,20013,Yes,Shared Taxi,3,91,3+,Yes,0%,0,27347,No,Yes,No,No,29390,600000,Housing/Rent,No,No,Global market crisis / Import costs,2020
RESP_0960,Retired,Secondary School,18-24,Bafoussam,"Above 1,000,000 XAF",2,Often,Under 20%,Yes,386513,46,Cooking Oil,111165,Yes,Shared Taxi,4,36,1,Yes,40%,304734,32025,Yes,No,No,No,20006,350000,Housing/Rent,Yes,Yes,Local currency depreciation,2025
RESP_0961,Employed full-time,Secondary School,55+,Maroua,"500,001 - 1,000,000 XAF",1,Never,Above 60%,Yes,225339,35,Rice,182632,Yes,Moto-taxi,8,89,0,No,32%,243335,20525,No,Yes,Yes,No,23354,350000,Healthcare,Yes,Yes,Climate change / Poor harvests,2022
RESP_0962,Student,PhD / Doctorate,55+,Bafoussam,"250,001 - 500,000 XAF",7,Often,Under 20%,No,132147,66,Rice,64130,Yes,Shared Taxi,8,79,2,Yes,20%,71996,28903,No,Yes,Yes,Yes,3541,150000,Housing/Rent,Yes,No,Global market crisis / Import costs,2023
RESP_0963,Self-employed/Entrepreneur,Primary School,35-44,Douala,"Under 50,000 XAF",1,Rarely,Above 60%,Yes,20260,97,Cooking Oil,4022,Yes,Shared Taxi,14,36,2,No,20%,8105,12531,No,No,Yes,Yes,29116,350000,Housing/Rent,Yes,No,Global market crisis / Import costs,2024
RESP_0964,Retired,Secondary School,45-54,Bamenda,"500,001 - 1,000,000 XAF",7,Always,20% - 40%,Yes,359998,99,Bread,81367,Yes,Shared Taxi,4,61,1,Yes,24%,182632,32687,Yes,No,Yes,No,9263,0,Transportation,No,No,Global market crisis / Import costs,2025
RESP_0965,Student,Master's Degree,18-24,Yaoundé,"Under 50,000 XAF",7,Always,41% - 60%,Yes,15954,35,Meat/Fish,6701,Yes,Bus / Coaster,8,46,1,Yes,0%,0,28653,Yes,Yes,Yes,No,34025,600000,Housing/Rent,Unsure,Yes,Fuel price hikes,2025
RESP_0966,Employed part-time,Bachelor's Degree,25-34,Yaoundé,"50,000 - 100,000 XAF",6,Often,41% - 60%,Yes,32357,27,Bread,18722,Yes,Personal Car,9,79,3+,Yes,23%,17724,8139,Yes,Yes,Yes,Yes,49483,0,Healthcare,Yes,No,Fuel price hikes,2023
RESP_0967,Employed part-time,Secondary School,35-44,Maroua,"Under 50,000 XAF",2,Often,41% - 60%,Yes,12172,76,Plantains/Cassava,4375,Yes,Personal Car,8,75,0,Yes,21%,8641,21317,No,No,Yes,No,21507,0,Food,Yes,No,Fuel price hikes,2022
RESP_0968,Employed part-time,Primary School,45-54,Garoua,"100,001 - 250,000 XAF",6,Never,41% - 60%,No,101411,49,Rice,36785,Yes,Bus / Coaster,10,84,1,Yes,22%,40029,19203,Yes,Yes,Yes,No,35722,150000,Housing/Rent,Yes,No,Global market crisis / Import costs,2025
RESP_0969,Retired,Primary School,55+,Bafoussam,"500,001 - 1,000,000 XAF",8,Always,Above 60%,Yes,275333,111,Plantains/Cassava,121462,Yes,Bus / Coaster,7,44,1,Yes,25%,188730,33613,No,No,Yes,No,9344,50000,Education,No,No,Fuel price hikes,2023
RESP_0970,Unemployed,High School / Baccalauréat,25-34,Buea,"250,001 - 500,000 XAF",6,Sometimes,41% - 60%,No,130962,69,Meat/Fish,80009,Yes,Bus / Coaster,9,22,3+,Yes,31%,109386,23510,Yes,No,Yes,No,12662,350000,Utilities (Water/Electricity),Yes,No,Global market crisis / Import costs,2020
RESP_0971,Unemployed,Master's Degree,55+,Maroua,"250,001 - 500,000 XAF",1,Often,41% - 60%,Yes,153669,59,Bread,59658,Yes,Shared Taxi,7,30,2,Yes,41%,144943,31965,Yes,No,Yes,Yes,3910,150000,Housing/Rent,Yes,No,Local currency depreciation,2020
RESP_0972,Employed part-time,Secondary School,25-34,Bamenda,"Above 1,000,000 XAF",2,Sometimes,41% - 60%,No,239377,21,Rice,172963,Yes,Shared Taxi,12,47,2,No,42%,316218,13287,No,Yes,No,No,20255,0,Food,Yes,No,Local currency depreciation,2025
RESP_0973,Employed part-time,Bachelor's Degree,18-24,Yaoundé,"50,000 - 100,000 XAF",3,Rarely,20% - 40%,Yes,26329,69,Onions/Tomato,8605,Yes,Bus / Coaster,9,39,0,Yes,37%,28419,29625,Yes,No,Yes,No,2403,600000,Education,Unsure,Yes,Government taxes,2024
RESP_0974,Unemployed,Secondary School,45-54,Kribi,"50,000 - 100,000 XAF",6,Always,Under 20%,No,36187,129,Meat/Fish,14921,Yes,Bus / Coaster,12,94,3+,Yes,21%,16445,27518,Yes,Yes,Yes,No,10871,150000,Education,Yes,No,Global market crisis / Import costs,2022
RESP_0975,Employed part-time,Master's Degree,35-44,Bafoussam,"250,001 - 500,000 XAF",3,Never,20% - 40%,Yes,188363,77,Bread,69612,Yes,Moto-taxi,6,21,0,Yes,0%,0,34184,No,No,Yes,No,42019,50000,Healthcare,Yes,Yes,Global market crisis / Import costs,2024
RESP_0976,Self-employed/Entrepreneur,Master's Degree,45-54,Bafoussam,"250,001 - 500,000 XAF",6,Sometimes,Above 60%,Yes,156054,146,Cooking Oil,55751,No,Bus / Coaster,3,40,1,Yes,35%,125768,8977,No,Yes,Yes,No,35538,150000,Healthcare,Yes,No,Fuel price hikes,2021
RESP_0977,Student,Bachelor's Degree,35-44,Bafoussam,"250,001 - 500,000 XAF",1,Always,41% - 60%,No,189535,125,Cooking Oil,77453,Yes,Personal Car,2,28,3+,Yes,42%,149284,20778,No,Yes,Yes,Yes,28034,600000,Utilities (Water/Electricity),Yes,Yes,Government taxes,2020
RESP_0978,Retired,Bachelor's Degree,45-54,Kribi,"500,001 - 1,000,000 XAF",4,Never,Under 20%,Yes,312850,147,Rice,111972,Yes,Bus / Coaster,14,77,2,Yes,33%,254692,14391,Yes,No,Yes,No,20823,25000,Food,No,No,Global market crisis / Import costs,2020
RESP_0979,Unemployed,Bachelor's Degree,35-44,Maroua,"100,001 - 250,000 XAF",7,Rarely,Under 20%,Yes,97686,128,Rice,20949,Yes,Moto-taxi,13,93,2,Yes,43%,78053,15957,Yes,No,Yes,No,34753,600000,Healthcare,Yes,No,Local currency depreciation,2023
RESP_0980,Student,Primary School,35-44,Bafoussam,"250,001 - 500,000 XAF",1,Rarely,Under 20%,Yes,168666,81,Plantains/Cassava,80679,Yes,Moto-taxi,13,74,0,Yes,32%,114867,32688,Yes,No,Yes,No,39174,150000,Food,Yes,Yes,Global market crisis / Import costs,2023
RESP_0981,Unemployed,PhD / Doctorate,45-54,Buea,"250,001 - 500,000 XAF",4,Never,Above 60%,Yes,111402,53,Plantains/Cassava,65609,Yes,Bus / Coaster,2,26,0,Yes,0%,0,31001,Yes,Yes,Yes,Yes,39388,600000,Healthcare,Yes,No,Climate change / Poor harvests,2022
RESP_0982,Retired,Primary School,35-44,Maroua,"Under 50,000 XAF",1,Never,Under 20%,Yes,16939,149,Meat/Fish,9585,Yes,Bus / Coaster,4,17,2,Yes,29%,11668,18856,Yes,No,Yes,No,43213,150000,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2023
RESP_0983,Unemployed,Bachelor's Degree,25-34,Bafoussam,"100,001 - 250,000 XAF",5,Always,41% - 60%,Yes,100291,77,Meat/Fish,39499,Yes,Bus / Coaster,12,53,0,No,20%,36807,12521,No,Yes,No,No,46334,0,Housing/Rent,Yes,No,Local currency depreciation,2022
RESP_0984,Employed full-time,High School / Baccalauréat,25-34,Bafoussam,"500,001 - 1,000,000 XAF",5,Often,Under 20%,No,355880,44,Cooking Oil,102937,Yes,Personal Car,13,45,2,Yes,32%,240950,11919,No,No,Yes,No,28896,0,Transportation,Yes,No,Fuel price hikes,2022
RESP_0985,Student,Primary School,18-24,Maroua,"Under 50,000 XAF",8,Rarely,20% - 40%,Yes,21127,118,Plantains/Cassava,8155,Yes,Bus / Coaster,5,98,0,Yes,44%,17657,9792,Yes,Yes,Yes,No,42280,50000,Education,Yes,No,Climate change / Poor harvests,2024
RESP_0986,Employed full-time,Primary School,25-34,Douala,"100,001 - 250,000 XAF",4,Often,20% - 40%,No,99634,81,Onions/Tomato,23563,Yes,Moto-taxi,12,33,3+,No,34%,62174,18214,No,No,Yes,Yes,25361,0,Housing/Rent,Unsure,Yes,Climate change / Poor harvests,2023
RESP_0987,Self-employed/Entrepreneur,Secondary School,25-34,Douala,"250,001 - 500,000 XAF",3,Often,41% - 60%,Yes,126480,80,Bread,54237,Yes,Moto-taxi,2,16,2,Yes,40%,140183,20512,Yes,Yes,Yes,No,41578,0,Education,No,Yes,Local currency depreciation,2022
RESP_0988,Student,Primary School,45-54,Kribi,"500,001 - 1,000,000 XAF",8,Never,Above 60%,No,395189,51,Bread,178918,Yes,Shared Taxi,4,99,2,No,44%,333830,34547,Yes,No,No,No,2473,150000,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2023
RESP_0989,Retired,Bachelor's Degree,45-54,Yaoundé,"Under 50,000 XAF",1,Always,Above 60%,Yes,15125,101,Plantains/Cassava,9191,Yes,Moto-taxi,14,24,0,Yes,30%,12261,33617,Yes,No,Yes,No,37040,50000,Education,Unsure,Yes,Climate change / Poor harvests,2021
RESP_0990,Self-employed/Entrepreneur,Master's Degree,25-34,Maroua,"Above 1,000,000 XAF",1,Rarely,41% - 60%,Yes,357503,135,Rice,114367,Yes,Personal Car,10,71,1,Yes,30%,227858,31439,Yes,Yes,Yes,No,24998,150000,Utilities (Water/Electricity),Yes,No,Global market crisis / Import costs,2020
RESP_0991,Self-employed/Entrepreneur,Secondary School,55+,Yaoundé,"500,001 - 1,000,000 XAF",8,Never,20% - 40%,Yes,276574,139,Cooking Oil,184430,No,Shared Taxi,7,41,2,Yes,29%,223327,5648,Yes,Yes,Yes,No,29960,25000,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2025
RESP_0992,Student,Master's Degree,45-54,Bamenda,"500,001 - 1,000,000 XAF",6,Often,20% - 40%,No,271096,60,Cooking Oil,101302,Yes,Personal Car,14,88,0,Yes,27%,209225,12644,No,Yes,No,No,11688,350000,Housing/Rent,No,Yes,Local currency depreciation,2025
RESP_0993,Retired,Secondary School,35-44,Douala,"250,001 - 500,000 XAF",6,Often,Above 60%,No,170381,49,Meat/Fish,53513,Yes,Personal Car,6,100,0,Yes,21%,75487,26270,No,No,Yes,No,43455,0,Housing/Rent,Yes,No,Fuel price hikes,2025
RESP_0994,Employed full-time,High School / Baccalauréat,45-54,Bamenda,"Under 50,000 XAF",5,Rarely,Above 60%,Yes,19311,22,Plantains/Cassava,4517,Yes,Moto-taxi,14,78,1,Yes,44%,17816,30112,No,No,Yes,No,20633,0,Education,Yes,Yes,Government taxes,2024
RESP_0995,Employed full-time,Secondary School,55+,Maroua,"Under 50,000 XAF",4,Rarely,Under 20%,Yes,14150,31,Cooking Oil,5275,Yes,Personal Car,5,35,0,Yes,25%,10227,12295,No,Yes,Yes,No,2698,0,Housing/Rent,Yes,Yes,Government taxes,2021
RESP_0996,Retired,High School / Baccalauréat,55+,Bafoussam,"100,001 - 250,000 XAF",3,Always,20% - 40%,Yes,79790,66,Cooking Oil,29758,Yes,Moto-taxi,11,69,1,Yes,20%,36066,9230,Yes,Yes,Yes,No,23964,600000,Utilities (Water/Electricity),Yes,No,Local currency depreciation,2025
RESP_0997,Unemployed,Bachelor's Degree,55+,Douala,"100,001 - 250,000 XAF",6,Sometimes,20% - 40%,Yes,69049,47,Onions/Tomato,34635,Yes,Bus / Coaster,5,48,3+,Yes,37%,68045,27089,Yes,No,No,Yes,7824,0,Education,Yes,Yes,Government taxes,2024
RESP_0998,Student,Primary School,25-34,Garoua,"Above 1,000,000 XAF",2,Sometimes,41% - 60%,Yes,403681,98,Meat/Fish,161859,Yes,Personal Car,6,36,2,Yes,25%,189135,21252,Yes,No,Yes,No,23437,350000,Transportation,Yes,No,Local currency depreciation,2023
RESP_0999,Retired,Primary School,18-24,Kribi,"500,001 - 1,000,000 XAF",1,Sometimes,Above 60%,Yes,399632,141,Plantains/Cassava,142763,Yes,Personal Car,10,34,1,Yes,37%,283261,26013,No,Yes,Yes,No,21027,0,Utilities (Water/Electricity),Unsure,No,Fuel price hikes,2025
RESP_1000,Student,High School / Baccalauréat,55+,Kribi,"250,001 - 500,000 XAF",6,Always,20% - 40%,Yes,180193,118,Rice,61303,Yes,Moto-taxi,2,99,2,Yes,24%,86782,18054,Yes,No,No,No,4866,50000,Housing/Rent,Unsure,Yes,Local currency depreciation,2020
RESP_1001,Retired,Secondary School,35-44,Garoua,"Under 50,000 XAF",3,Always,Under 20%,Yes,15365,55,Bread,7449,Yes,Bus / Coaster,10,16,1,Yes,20%,8122,26165,No,Yes,Yes,No,26417,600000,Healthcare,Unsure,No,Local currency depreciation,2023
RESP_1002,Employed part-time,High School / Baccalauréat,35-44,Yaoundé,"500,001 - 1,000,000 XAF",5,Sometimes,Under 20%,No,234337,130,Bread,90302,Yes,Bus / Coaster,6,44,1,Yes,28%,213109,9409,Yes,Yes,Yes,No,30426,25000,Food,Yes,No,Local currency depreciation,2020
RESP_1003,Unemployed,High School / Baccalauréat,18-24,Bamenda,"Above 1,000,000 XAF",7,Often,20% - 40%,Yes,285414,68,Plantains/Cassava,139610,No,Moto-taxi,13,26,1,Yes,24%,183241,5922,No,No,Yes,No,20420,150000,Transportation,Unsure,No,Global market crisis / Import costs,2020
RESP_1004,Employed part-time,Bachelor's Degree,55+,Kribi,"Above 1,000,000 XAF",7,Always,41% - 60%,Yes,379552,142,Meat/Fish,162991,Yes,Bus / Coaster,2,86,0,No,34%,261165,13868,Yes,Yes,No,Yes,36398,350000,Housing/Rent,Yes,No,Local currency depreciation,2023
